Date,Open,High,Low,Close,Volume
"Oct 9, 2024","2,579.00","2,580.00","2,468.95","2,516.00","2,366,595"
"Oct 10, 2024","2,529.00","2,531.70","2,506.00","2,512.45","1,030,002"
"Oct 11, 2024","2,520.00","2,522.00","2,496.10","2,511.80","628,464"
"Oct 14, 2024","2,519.70","2,519.70","2,493.15","2,502.05","670,384"
"Oct 15, 2024","2,502.05","2,502.05","2,472.00","2,484.25","795,154"
"Oct 16, 2024","2,490.00","2,493.05","2,431.45","2,462.25","1,236,643"
"Oct 17, 2024","2,474.95","2,474.95","2,365.00","2,378.70","2,627,754"
"Oct 18, 2024","2,380.00","2,383.65","2,326.10","2,350.25","1,639,185"
"Oct 21, 2024","2,360.00","2,374.00","2,333.00","2,354.65","748,704"
"Oct 22, 2024","2,354.50","2,385.00","2,340.05","2,350.25","967,131"
"Oct 23, 2024","2,350.05","2,374.90","2,320.10","2,327.15","707,261"
"Oct 24, 2024","2,339.00","2,340.00","2,216.00","2,258.65","2,955,497"
"Oct 25, 2024","2,269.00","2,286.50","2,257.00","2,260.70","1,341,509"
"Oct 28, 2024","2,270.95","2,319.00","2,256.05","2,272.05","875,565"
"Oct 29, 2024","2,280.00","2,285.80","2,260.75","2,267.40","929,831"
"Oct 30, 2024","2,278.75","2,297.25","2,260.20","2,276.30","893,773"
"Oct 31, 2024","2,287.00","2,287.00","2,260.00","2,262.95","659,765"
"Nov 4, 2024","2,283.00","2,287.00","2,230.90","2,246.20","963,160"
"Nov 5, 2024","2,256.00","2,267.90","2,236.30","2,262.45","725,930"
"Nov 6, 2024","2,268.00","2,279.70","2,258.05","2,275.60","806,973"
"Nov 7, 2024","2,273.00","2,284.85","2,241.70","2,262.85","891,957"
"Nov 8, 2024","2,270.00","2,298.00","2,258.80","2,295.65","834,995"
"Nov 11, 2024","2,280.00","2,294.85","2,254.20","2,279.05","773,595"
"Nov 12, 2024","2,290.45","2,290.45","2,241.00","2,256.20","1,105,339"
"Nov 13, 2024","2,241.25","2,251.95","2,222.00","2,235.25","763,388"
"Nov 14, 2024","2,239.05","2,244.95","2,178.40","2,182.80","1,159,238"
"Nov 18, 2024","2,190.70","2,218.95","2,168.70","2,213.20","691,665"
"Nov 19, 2024","2,225.00","2,243.65","2,203.90","2,214.15","806,020"
"Nov 21, 2024","2,205.55","2,250.00","2,187.00","2,211.20","827,884"
"Nov 22, 2024","2,214.20","2,252.85","2,204.20","2,247.30","771,958"
"Nov 25, 2024","2,258.55","2,283.65","2,246.25","2,256.95","2,029,802"
"Nov 26, 2024","2,270.00","2,287.95","2,250.50","2,265.25","317,122"
"Nov 27, 2024","2,276.60","2,276.80","2,250.45","2,273.95","437,361"
"Nov 28, 2024","2,274.05","2,289.50","2,228.00","2,236.25","1,246,378"
"Nov 29, 2024","2,227.00","2,263.00","2,227.00","2,234.65","1,349,160"
"Dec 2, 2024","2,242.80","2,257.00","2,223.10","2,251.85","468,272"
"Dec 3, 2024","2,262.00","2,266.85","2,250.00","2,261.70","766,232"
"Dec 4, 2024","2,261.00","2,275.00","2,241.45","2,257.80","968,869"
"Dec 5, 2024","2,257.80","2,277.00","2,221.00","2,265.50","1,187,784"
"Dec 6, 2024","2,266.45","2,291.95","2,255.10","2,267.80","645,601"
"Dec 9, 2024","2,270.00","2,276.60","2,213.65","2,228.85","969,851"
"Dec 10, 2024","2,229.00","2,240.00","2,210.00","2,214.45","915,298"
"Dec 11, 2024","2,225.00","2,254.00","2,223.00","2,241.05","734,861"
"Dec 12, 2024","2,249.95","2,254.00","2,215.10","2,224.05","965,610"
"Dec 13, 2024","2,225.00","2,257.85","2,208.25","2,253.50","554,661"
"Dec 16, 2024","2,253.50","2,257.50","2,228.55","2,238.75","665,686"
"Dec 17, 2024","2,226.00","2,233.95","2,200.00","2,202.95","1,498,906"
"Dec 18, 2024","2,202.95","2,213.95","2,180.50","2,188.05","966,166"
"Dec 19, 2024","2,185.00","2,194.25","2,147.40","2,160.40","1,553,990"
"Dec 20, 2024","2,160.00","2,175.00","2,145.40","2,163.50","1,651,762"
"Dec 23, 2024","2,170.00","2,180.00","2,147.70","2,151.60","438,717"
"Dec 24, 2024","2,151.70","2,175.00","2,151.70","2,166.70","322,566"
"Dec 26, 2024","2,158.20","2,176.00","2,146.40","2,149.90","523,926"
"Dec 27, 2024","2,159.00","2,169.05","2,151.00","2,165.60","462,667"
"Dec 30, 2024","2,174.00","2,177.00","2,149.00","2,159.90","1,235,490"
"Dec 31, 2024","2,155.00","2,174.55","2,147.75","2,170.05","635,557"
"Jan 1, 2025","2,170.00","2,179.25","2,157.30","2,169.25","454,290"
"Jan 2, 2025","2,169.00","2,207.75","2,163.15","2,200.20","629,164"
"Jan 3, 2025","2,200.20","2,237.95","2,198.05","2,232.70","1,011,450"
"Jan 6, 2025","2,243.50","2,244.90","2,170.00","2,185.00","1,138,466"
"Jan 7, 2025","2,190.20","2,216.30","2,179.90","2,212.65","595,819"
"Jan 8, 2025","2,223.00","2,224.95","2,194.55","2,219.90","449,500"
"Jan 9, 2025","2,215.45","2,271.80","2,204.05","2,256.05","1,147,318"
"Jan 10, 2025","2,272.05","2,278.00","2,241.25","2,247.90","809,854"
"Jan 13, 2025","2,245.00","2,261.15","2,221.55","2,237.35","804,531"
"Jan 14, 2025","2,251.20","2,256.60","2,199.25","2,219.05","702,549"
"Jan 15, 2025","2,219.05","2,220.10","2,172.20","2,199.65","723,625"
"Jan 16, 2025","2,205.10","2,218.25","2,156.50","2,169.30","1,325,809"
"Jan 17, 2025","2,180.65","2,226.35","2,172.55","2,217.20","455,901"
"Jan 20, 2025","2,219.20","2,225.00","2,202.35","2,214.00","401,108"
"Jan 21, 2025","2,225.00","2,240.00","2,191.55","2,196.45","764,414"
"Jan 22, 2025","2,196.45","2,212.95","2,194.15","2,207.80","448,036"
"Jan 23, 2025","2,194.15","2,209.60","2,165.00","2,198.95","496,007"
"Jan 24, 2025","2,202.00","2,222.75","2,190.10","2,207.90","663,600"
"Jan 27, 2025","2,182.05","2,231.90","2,168.60","2,174.75","549,986"
"Jan 28, 2025","2,174.75","2,181.85","2,142.60","2,156.30","721,033"
"Jan 29, 2025","2,156.30","2,184.90","2,131.25","2,180.70","397,145"
"Jan 30, 2025","2,189.00","2,232.70","2,180.70","2,217.35","574,560"
"Jan 31, 2025","2,217.35","2,387.00","2,209.50","2,313.20","3,139,887"
